id,date,link,title,review,rating,label,helpful,not_helpful
B00NQDGCW8,"on August 14, 2018",amzn1.account.AHECXCB3V52GPCJGPBPIMHYVW5EQ,It’s ok,Wasn’t as nice as I thought they would be. I should have know better to get sheets online when I’m picky.,3,negative,0,0
B00NQDGCW8,"on August 12, 2018",amzn1.account.AFDCPGMHGGXTV2DXUZTMWBOTV6GA,Soft as all get out!!!,"The sheets are very, very soft!! They would be better for the Winter than Summer, as they hold heat in, & aren't cold to the touch like most cotton sheets. However, after I washed them, they came away with darker stains, almost like oil.",3,negative,0,0
B00NQDGCW8,"on July 20, 2018",amzn1.account.AEA3DMEEMQPXRY3ZFSI4LERTEADA,They are okay. Trying to figure out exactly what ...,They are okay.  Trying to figure out exactly what everyone else is raving about.  One of my pillowcases seems to be a slightly different color than the other.,3,negative,0,0
B00NQDGCW8,"on July 20, 2018",amzn1.account.AHLV7R56YPYIFLPLSTUKNGZTYCWA,Three Stars,Not as soft as I was hoping,3,negative,0,0
B00NQDGCW8,"on January 3, 2018",amzn1.account.AGOPPR4NOABRNV77OC4RJMSLZPBQ,Three Stars,I ordered and received California King size bedsheets but they are too large for my CaliKing mattress.,3,negative,0,0
B00NQDGCW8,"on January 3, 2018",amzn1.account.AHJ5TBTOFHHAZSSGF2ZO3ROLCPXQ,Balls of Lint Everywhere!,"These sheet are very soft but they get balls of lint that seem to come from nowhere.<br /><br /><a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Mellanni-Bed-Sheet-Set-Brushed-Microfiber-1800-Bedding-Wrinkle-Fade-Stain-Resistant-Hypoallergenic-4-Piece-King-Mocha/dp/B00NQDGF2A/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Mellanni Bed Sheet Set - Brushed Microfiber 1800 Bedding - Wrinkle, Fade, Stain Resistant - Hypoallergenic - 4 Piece (King, Mocha)</a>",3,negative,0,0
B00NQDGCW8,"on January 2, 2018",amzn1.account.AH22CMURERC6S6H4Y7HAUHYTFUFA,"While these sheets feel very nice, they hold in the heat","While these sheets feel very nice, they hold in the heat! It’s 24 degrees and I had to remove the sheets. Super disappointed!",3,negative,0,0
B00NQDGCW8,"on January 2, 2018",amzn1.account.AHIREOME7ERYXMVVOW3U5M2S7LEA,Thread comes out easily,Soft but the thread is coming out easily.,3,negative,0,0
B00NQDGCW8,"on July 19, 2018",amzn1.account.AF4PSUP7NUECUNLI7LUL5GJT7ZXQ,lovely but they fall off the bed,Beautiful sheets and comfortable but the fitted sheet does not stay secure on the edges of our king bed. Every night one or both sides falls off. Annoying. But good price!!,3,negative,0,0
B00NQDGCW8,"on January 2, 2018",amzn1.account.AHYZ25ZNLSAGD4RBYNGPMMNQFZIQ,My girlfriend thought they would be perfect for her motor-home,"These are very light weight sheets.  My girlfriend thought they would be perfect for her motor-home, so I gave them to her.  I like a sturdier feel to my sheets, these also have a problem with static cling that I don't tend to have with cotton sheets.",3,negative,0,0
B00NQDGCW8,"on January 1, 2018",amzn1.account.AHVDJMAGJ6WWTHK5IC6MJOIRU7WA,Look and feel good but...,"The sheets feel good and washed nicely. In putting them on the bed, I noticed that on one of the elastic corners the thread had not caught so there was a hole in it. I quickly stitched it up but it should not have been there.",3,negative,0,0
B00NQDGCW8,"on January 1, 2018",amzn1.account.AEZIIMYJGWXDAJEIZ745UFZW2ZIQ,Not for a deep mattress,"The sheets are comfortable, but they don't quite fit my 13"" deep mattress.",3,negative,0,0
B00NQDGCW8,"on January 1, 2018",amzn1.account.AGCJYB335UVQEPTULC7VBT46P5XQ,Three Stars,Fits wonky,3,negative,0,0
B00NQDGCW8,"on January 1, 2018",amzn1.account.AFSQFVYXOQ7DGZKAFBYBBZPLTDOQ,Wrinkly out of packaging,"I got these as a gift. they look super nice, but they're a bit too big for my full size bed; I had to tuck the fitted sheet under quite a bit. They were very wrinkled when I took them out of the packaging, the fitted sheet looks almost like crepe paper because it's so wrinkled.",3,negative,0,0
B00NQDGCW8,"on December 30, 2017",amzn1.account.AHEZK33BJKFX3WSCC6OD62P3DRSQ,I prefer natural fibers,"I have usually used jersey sheets, either cotton or bamboo modal, and have occasionally used cotton woven sheets.  I am generally very attached to natural fibers.  But I've been wearing more polyester fleece and liking it, so I thought I should try these well-reviewed sheets when our modal fell apart (again - they dont last very long) - even if they are made of polyester.<br /><br />Well, the color selection is great.  As other reviewers mentioned, the fabric is very thin, so it dries quickly and folds up very small.  And its smooth.<br /><br />But I would not call it soft.  And it definitely felt hot to me - and sort of sticky?  Not absorbent like a natural fiber.<br /><br />I think its definitely a good deal for a sheet, and seems like it would last a long time.  But I will probably at some point buy more natural fiber sheets and keep these as backups for when my natural fiber sheets fall apart (again!)",3,negative,0,0
B00NQDGCW8,"on December 30, 2017",amzn1.account.AE5UMI6JK5S4XD3DKTRG2GBAZQBQ,Really thin sheets.,"These are really thin, tissue paper like sheets. They are only colored on one side. They are quite smooth, cool, thin and slick. I don't care for them, but my wife loves them.",3,negative,0,0
B00NQDGCW8,"on December 30, 2017",amzn1.account.AHJKKNZ3XKDKW6MER2Q7TFMHT4SA,Three Stars,Nice but very thin,3,negative,0,0
B00NQDGCW8,"on December 29, 2017",amzn1.account.AHG7XT7BAEPEWUGWUXJMEEWPWC5A,Three Stars,soft but super thin.,3,negative,0,0
B00NQDGCW8,"on December 29, 2017",amzn1.account.AF4ZSL6JWQSUTETP7HFDY3TAITVA,Not bad for what it is,They are nice and soft but paper thin.  I’ll spend more on a nicer pair of sheets next time.,3,negative,0,0
B00NQDGCW8,"on December 29, 2017",amzn1.account.AEHKCE6NLKYNAYLL4JPGK2AWB6KA,Three Stars,A little thin.,3,negative,0,0
B00NQDGCW8,"on December 29, 2017",amzn1.account.AEONRHFSI3MEGNDYVE6NOSP5LYZA,Three Stars,The top sheet is too narrow for my singleXL mattress. Can’t tuck sides in under mattress.,3,negative,0,0
B00NQDGCW8,"on December 29, 2017",amzn1.account.AEVEW4QMHSOQLJXGIZPC7HTDIO4A,"Loved it, but tore after washing.","I really liked these, even ordered more! Until just this last week I noticed they had torn, a few days later, after I washed them and put them on again. I was very disappointed as they are really soft. But now with the big tear in one if the corners who knows how long it'll last.",3,negative,0,0
B00NQDGCW8,"on December 28, 2017",amzn1.account.AFB5P2SSUXHL5PMLUAH5RPFFNI3Q,"The sheets are comfortable, but obviously the fitted sheet doesn't stay on","The fitted sheet's elastic broke the first time I put it on. The sheets are comfortable, but obviously the fitted sheet doesn't stay on. Would recommend improving the quality of the elastic.",3,negative,0,0
B00NQDGCW8,"on December 28, 2017",amzn1.account.AEELXDGCUYDHFBQTCIXZAQNEXBDQ,Ok Sheets,"They are very soft and nice to the touch, but very thin.",3,negative,0,0
B00NQDGCW8,"on December 27, 2017",amzn1.account.AE6GT7CAK4VPYEM4WSLMPSBRSQ3A,Not the worst!,"Bought these sheets because of the design; they look great and feel nice to sleep in! I bought two different colors; both of which had wired corner seems that tend to not be very strong. The white ones fit perfectly on my king size casper mattress which is 12 inches thick, definitely room for more mattress but they held in place great. The light grey ones are loose and come off of my mattress every night. The light grey pillow cases also had seems rip easily, which is an easy fix but not something I expected to have to fix after issuing twice.",3,negative,0,0
B00NQDGCW8,"on July 17, 2018",amzn1.account.AEJ6QS4SDPSAEDLS4YPBSJJELKDA,The fitted sheet is a failure.,"Fitted sheet doesn't stay in place.  I have an old school mattress with a 3 inch topper, so there's no reason they couldn't create a fitted sheet that would stay in place on this bed.  I've bought 6-8 sheet sets for this bed over the years, and this is only the second that isn't ample to the job.<br />But it is very light weight and attractive, otherwise.",3,negative,0,0
B00NQDGCW8,"on July 17, 2018",amzn1.account.AGNSURFEZAN5HQ4I6RITOYE2IGHQ,I do not recommend them.,"I'm not a fan of these sheets. They are soft but don't stay on my adjustable bed. My mattress is 13 inches and the fitted sheet is barely large enough. I found they wrinkled beneath me most nights. They are extremely thin. Different side material than top. They were inexpensive, but will go to Donation because I find them too frustrating. I do not recommend them.",3,negative,0,0
B00NQDGCW8,"on December 27, 2017",amzn1.account.AG4IJJAKAK3S2IL3SMZASPV7RV5A,... the picture (I got the yellow set that looks like a mustard yellow in the picture but a bright ...,"The color of the sheets is different than shown in the picture (I got the yellow set that looks like a mustard yellow in the picture but a bright sunny yellow in reality). Material is thinner than expected, but I guess that's fair for the price.",3,negative,0,0
B00NQDGCW8,"on December 26, 2017",amzn1.account.AEQWCNQI674T5M6EU33UD7A7JPLA,Color is much lighter in person,Color faded compared to picture,3,negative,0,0
B00NQDGCW8,"on December 26, 2017",amzn1.account.AGHX6MEH5TMLDNVRUUMV4YKOKO2Q,Below standards.,"The fabric is decent....don't expect the Egyption cotton feel, when it's 100% polyester.  I like the subtle design on the pillow cases but, disappointed that the flat sheet does not have it.  Fitted sheet has elastic all around...great for my adjustable bed. The workmanship on the edges sewn looks cheap, and the stitching will probably come apart soon.  Haven't put on bed yet...3 stars, is assuming that it will fit well.  Will ipdate if it doesn't.",3,negative,0,0
B00NQDGCW8,"on December 25, 2017",amzn1.account.AHAW7RBNDTA7PMIKNQW6ZZWQK3CA,Be careful laundering,"The sheets are comfortable. But I washed the sheets and pillow cases as directed, and the stitching on the pillow cases shrunk up. In my opinion making the pillow cases unusable. I am not pleased with this purchase. I was contacted by the seller, but the follow up did not get me a replacement set. I even offered to return both pillow cases. Maybe they are on a slow boat from China.",3,negative,0,0
B00NQDGCW8,"on December 24, 2017",amzn1.account.AGMX2UGBMFJHBHGEXV4OXHGEPMAA,Color is not what's pictured or expected,These were a gift I had shipped to my son. He told me they're soft & nice sheets but the color actually looks like a copper penny instead of mocha. I also bought him a comforter from the same company. The color really stands out in the picture of both of them together. I'm very disappointed with the color but he doesn't want to deal with returning them.,3,negative,0,0
B00NQDGCW8,"on December 24, 2017",amzn1.account.AFBMYFJ7JHWF24RAV2S27OOSN73Q,Smoothness,Have not used them yet. They look and feel very nice,3,negative,0,0
B00NQDGCW8,"on December 23, 2017",amzn1.account.AFD6AUF4FRPZVMY2KKG22MGU5XXA,But disappointed.,The silver grey is a dark grey. Not as shown in picture. It works. But disappointed.,3,negative,0,0
B00NQDGCW8,"on December 22, 2017",amzn1.account.AGMNPCXGFAKCGF7LNPNUC5P3RR2A,These sheets are soft and good for the price,"These sheets are soft and good for the price, though are definitely not high quality sheets...they are however reasonably priced and worth what I paid for them. I think next time I will opt to spend a little more to get something higher quality. These were fairly thin.",3,negative,0,0
B00NQDGCW8,"on December 22, 2017",amzn1.account.AEJSQP7JY2KNG5UB3MFVWUSJY2JQ,Nice sheets.,"Nice sheets but not as great as the reviews say. However, I would buy them again.",3,negative,0,0
B00NQDGCW8,"on December 21, 2017",amzn1.account.AHQZY2B734V4DILTFV7OOMYQ3SYQ,I also bought 4 extra pillowcase in the standard size and Thise are great! I wish your fitted sheets came in at ...,The Mellani sheet st that I bought was supposed to have deep pockets and that are not! I need a 22” fitted sheet for my king pillow top mattress! I also bought 4 extra pillowcase in the standard size and Thise are great! I wish your fitted sheets came in at least 21” because I would 4 sure buy more sets and colors!!!!!,3,negative,0,0
B00NQDGCW8,"on December 21, 2017",amzn1.account.AFF6377PX3DTU6I3MRRRJCEABQZQ,"Comfortable sheets, but they don't stay tucked in!","I loved these sheets at first, but they don't seem to stay tucked into the bed. They are comfortable, just really unhappy with the way they stay in place. I do have a thick memory foam mattress, but it isn't that large.",3,negative,0,0
B00NQDGCW8,"on December 21, 2017",amzn1.account.AFE5T37IEQ235GN3HWUUE4RSG2XQ,Three Stars,"Cheap and thin, but I guess they were inexpensive so that’s to be expected.",3,negative,0,0
B00NQDGCW8,"on December 20, 2017",amzn1.account.AGGL3Q4VXHLQ7WOBJK4J2LF7OXTA,You get what you pay for.,"Good value for the price, but already has holes in it after a few months.",3,negative,0,0
B00NQDGCW8,"on December 20, 2017",amzn1.account.AGJE4QGAUCH47Z7DNPQ5Y4USVJQA,Three Stars,Super soft but they aren’t super fitted. They keep coming off the mattress!,3,negative,0,0
B00NQDGCW8,"on December 20, 2017",amzn1.account.AGGITWIC3R6GYCHJY5UYC4AH5R7Q,Great for the price,"These are great for their price. However, they are incredibly thin and will need to be replaced sooner than my other expensive sheets.",3,negative,0,0
B00NQDGCW8,"on December 20, 2017",amzn1.account.AFFV5747NXT7LJR3AFMJSAGOJM3Q,Just About Its Arrival,"I thought you were asking for my opinion on this product's arrival.  I cannot give an opinion on the product, since it's a Xmas gift and it will go to someone else.<br />However, the sheet set did arrive in time and was packaged very well.  The price was wonderful.  It looks good through the plastic.",3,negative,0,0
B00NQDGCW8,"on December 20, 2017",amzn1.account.AGWRFCN4J4TEZH25NVAGNHQNMJ7Q,The purchase arrived on time and the sheets seem nice. Based on the winter season I will not ...,"The purchase arrived on time and the sheets seem nice.  Based on the winter season I will not be using them right away.  I did take them out of the package and wash the sheets.  There is a lot of lint from the sheets, they do feel soft.  The only issue is that the seams are loose in some spots and there are a lot of strands on the stitching...this is what other purchasers mentioned as well.",3,negative,0,0
B00NQDGCW8,"on December 19, 2017",amzn1.account.AFBKC4HCVLCFZ5G323OP5C4OQBDQ,"Decent sheets, but poor quality pillowcases",Decent for the price but not the best quality.  Extremely thin which happens to work well since I live in a warm place but wouldn't be very good in winter.  Pillowcases are disappointing as they're missing some of the stitching and only embroidered on one side.,3,negative,0,0
B00NQDGCW8,"on December 19, 2017",amzn1.account.AEARNGYWDR366YE5WZOXPMF6ASZQ,Five Stars,"Soft and comfortable, but after having them for 2 months the fitted sheet started to unravel.",3,negative,0,0
B00NQDGCW8,"on December 18, 2017",amzn1.account.AGW6ENVOFZYUPEKVCKVE24AGWMSQ,Fitted sheet doesn’t fit a 12” mattress very well.,"I am giving three stars because the spandex on the fitted sheet isn’t very good, it doesn’t hold tight on the mattress and the sheet bunches/wrinkles. Otherwise the sheets are very soft.",3,negative,0,0
B00NQDGCW8,"on July 16, 2018",amzn1.account.AGTJ4DVT7IU3C2PE75RONWGGBFBQ,Three Stars,there ok just thin,3,negative,0,0
B00NQDGCW8,"on December 18, 2017",amzn1.account.AGJJVM5G75ESNSXPGXKDC7ROOVWQ,Three Stars,"A good product, but not as good as others on the market",3,negative,0,0
B00NQDGCW8,"on December 18, 2017",amzn1.account.AGJOJ7VSYDZ7EGUFCLTYL7EQMPXA,Three Stars,Nice.,3,negative,0,0
